Capture_5:205,Unnamed: 7
591,551.22439
592,518.00793
593,489.03684
594,439.06748
595,425.86771
596,381.80363
597,362.83176
598,337.72026
599,301.13283
600,299.44404
601,254.27863
602,237.31077
603,209.96174
604,212.94453
605,185.81772
606,169.50414
607,166.68876
608,142.24702
609,133.3389
610,129.25053
611,119.58586
612,108.85445
613,110.49782
614,156.97114
615,88.73169
616,88.20601
617,73.22331
618,83.60938
619,64.52328
620,59.79095
621,67.82809
622,60.9806
623,53.29006
624,53.49187
625,51.9573
626,46.97817
627,66.23454
628,50.99808
629,41.07488
630,35.45888
631,38.29819
632,42.01065
633,34.90218
634,37.51077
635,32.53814
636,32.5389
637,30.60457
638,27.99401
639,31.10037
640,26.3931
641,23.99092
642,21.41149
643,24.86116
644,24.89726
645,30.68691
646,35.55515
647,24.67644
648,17.51231
649,18.82062
650,19.69181
651,21.79635
652,20.68761
653,22.8144
654,23.43319
655,15.56755
656,11.08305
657,15.50583
658,18.31079
659,17.27343
660,23.73625
661,18.50932
662,20.15157
663,23.01654
664,18.09169
665,16.55307
666,14.12465
667,17.79171
668,17.202
669,16.15922
670,18.39005
671,16.57286
672,13.61975
673,19.65465
674,21.57528
675,10.83537
676,15.60939
677,14.16064
678,23.9477
679,17.72557
680,13.66681
681,24.5943
682,21.63571
683,15.2164
684,17.62101
685,18.22503
686,17.83355
687,16.68978
688,14.96847
689,20.11067
690,14.2286
691,8.06511
692,15.017
693,15.34265
694,12.83351
695,18.77673
696,12.62098
697,10.43871
698,17.46637
699,18.77618
700,13.16641
701,20.07975
702,16.04821
703,18.3016
704,15.25288
705,18.57679
706,15.10658
707,18.77701
708,14.32664
709,17.77709
710,22.35051
711,17.66358
712,12.89312
713,28.21192
714,17.1851
715,17.84792
716,15.18167
717,9.21657
718,20.99799
719,13.49795
720,29.32457
721,16.35821
722,13.75012
723,15.63529
724,26.00505
725,21.48992
726,14.81465
727,10.26015
728,14.50244
729,11.29975
730,13.74639
731,15.54053
732,14.1795
733,10.19491
734,14.55408
735,17.8301
736,23.70596
737,15.6362
738,16.57417
739,11.32995
740,15.25509
741,12.6349
742,13.57952
743,12.53076
744,13.5088
745,11.30676
746,17.86238
747,14.40104
748,15.46643
749,19.31431
750,16.57931
751,10.80878
752,19.51613
753,17.43322
754,12.87329
755,9.99883
756,12.53702
757,20.46183
758,14.81759
759,9.56217
760,11.09654
761,7.15815
762,5.91356
763,9.08938
764,12.19396
765,11.94634
766,4.13975
767,9.12235
768,17.42438
769,13.32709
770,12.66222
771,10.59701
772,21.73888
773,15.65416
774,14.65989
775,13.86919
776,17.06058
777,10.03408
778,14.8188
779,20.72523
780,14.55066
781,8.46211
782,17.54
783,15.23061
784,7.55456
785,12.96704
786,9.85202
787,13.33715
788,12.43443
789,10.10564
790,15.5912
791,13.47991
792,12.26872
793,6.75774
794,14.33899
795,13.47921
796,7.73213
797,8.54416
798,26.57701
799,14.3021
800,11.55598
801,12.44266
802,11.58061
803,9.9504
804,13.95352
805,13.33575
806,16.19215
807,6.98329
808,13.44104
809,11.27155
810,5.83202
811,15.00317
812,15.2289
813,13.64042
814,18.43175
