Capture_6:206,Unnamed: 9
800,5.77418
801,16.31789
802,10.8827
803,7.46614
804,13.94887
805,13.56137
806,11.00043
807,13.71132
808,16.58736
809,16.96507
810,9.75108
811,15.83625
812,11.89814
813,14.91877
814,14.22976
815,11.98474
816,7.46614
817,6.8227
818,6.13305
819,22.90987
820,11.04905
821,7.85823
822,5.38604
823,8.1761
824,9.97492
825,8.93655
826,6.86462
827,4.87152
828,10.00255
829,5.42238
830,10.53094
831,12.17859
832,12.28578
833,2.52136
834,4.13302
835,8.97211
836,5.14874
837,7.30619
838,3.38748
839,7.13639
840,7.63298
841,3.48808
842,6.85129
843,7.86707
844,9.89374
845,7.76974
846,9.11386
847,8.99453
848,3.69887
849,8.81013
850,4.39385
851,0.96651
852,5.27518
853,5.43153
854,9.36312
855,-8.07887
856,6.7385
857,7.15419
858,5.0501
859,3.97621
860,2.36682
861,7.47633
862,8.27988
863,8.92304
864,5.2598
865,8.8068
866,5.03861
867,4.95585
868,4.59873
869,6.03536
870,10.32445
871,4.96161
872,5.27235
873,5.17752
874,12.02196
875,3.51835
876,7.11179
877,4.87341
878,5.28967
879,12.46444
880,10.18491
881,5.12764
882,8.2116
883,4.47697
884,7.88152
885,2.58495
886,5.69579
887,6.713
888,14.88183
889,6.41412
890,2.1264
891,5.73481
892,0.59114
893,-0.19108
894,4.74351
895,7.24919
896,4.79974
897,-3.84991
898,8.69003
899,2.79901
900,8.21446
901,5.34009
902,1.65812
903,3.18411
904,7.08174
905,3.26807
906,14.13197
907,2.93142
908,5.36104
909,3.80775
910,9.60875
911,3.77839
912,18.98584
913,3.86084
914,7.28702
915,6.97877
916,4.36536
917,6.20848
918,2.88929
919,8.29468
920,9.39151
921,1.73745
922,3.56671
923,1.92238
924,0.37571
925,-0.31252
926,3.50019
927,9.68325
928,1.28883
929,1.95966
930,11.22886
931,6.00662
932,5.85901
933,6.56275
934,1.7224
935,-0.63654
936,-1.17784
937,8.6282
938,0.60312
939,5.16161
940,1.9597
941,7.45492
942,-0.07215
943,4.95834
944,4.28442
945,1.47152
946,4.13733
947,-0.57503
948,3.84902
949,15.24103
950,3.40252
951,2.06291
952,-0.08111
953,6.55378
954,2.20819
955,2.1205
956,3.23052
957,4.64741
958,2.75166
959,6.11907
960,5.49594
961,5.87562
962,5.10358
963,5.86058
964,5.73679
965,1.6416
966,1.38735
967,6.08496
968,4.08062
969,6.46381
970,6.05399
971,8.71307
972,3.16111
973,-0.98655
974,0.20152
975,3.062
976,0.93325
977,2.44224
978,0.21923
979,0.90556
980,2.36806
981,7.41763
982,0.45771
983,5.32882
984,1.83523
985,3.92684
986,3.55635
987,5.02691
988,8.18633
989,4.50757
990,10.45595
991,0.47784
992,8.9533
993,0.20649
994,2.40009
995,4.30205
996,-0.66065
997,1.9193
998,4.06666
999,4.64776
1000,7.26558
